term_id,term_es,term_es_normalized,grammatical_label,equivalents_rrm,source_code,source_document,source_section,pdf_page,printed_page,extraction_status,validation_status,raw_entry
TERM-000218,atizar,atizar,vt,"1. na'é, rohué 2. nachuhua (tizones a la lumbre)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"atizar vt 1. na'é, rohué 2. nachuhua (tizones a la lumbre)"
TERM-000219,atole,atole,m,huatónari hace atole huatona,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atole m huatónari hace atole huatona
TERM-000220,atónito,atonito,adj,majajáratami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atónito adj majajáratami
TERM-000221,atorar,atorar,vt,cha'í,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atorar vt cha'í
TERM-000222,atormentar,atormentar,vt,risúu orá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atormentar vt risúu orá
TERM-000223,atrancar,atrancar,vt,chehui,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atrancar ví chehui
TERM-000224,atrás,atras,adv,"1. jubá 2. cuhuana (de la casa, del cerro) 3. corí cuhuana (del cerro) hacía atrás jubá ocuá por atrás jubáami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"atrás adv 1. jubá 2. cuhuana (de la casa, del cerro) 3. corí cuhuana (del cerro) hacía atrás jubá ocuá por atrás jubáami"
TERM-000225,atrasar,atrasar,vr,jubahua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atrasar vr jubahua
TERM-000226,atravesar,atravesar,vt,1. ripuna simira 2. ca'yénahua (pone atravesado),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,atravesar vt 1. ripuna simira 2. ca'yénahua (pone atravesado)
TERM-000227,aullar,aullar,vi,nacú (sing.); niquiyá (pl),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,aullar vi nacú (sing.); niquiyá (pl)
TERM-000228,aumentar,aumentar,vt,muhuehua 2. vi muhué (pl.),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,aumentar 1. vt muhuehua 2. vi muhué (pl.)
TERM-000229,aún,aun,adv,"abijí, ayena cho",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"aún adv abijí, ayena cho"
TERM-000230,autoridad,autoridad,f,"igúsubua, igúsubuami (del pueblo) es autoridad cusihua (sing.), igúsuhua (pl.) le dan autoridad i'huita",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"autoridad f igúsubua, igúsubuami (del pueblo) es autoridad cusihua (sing.), igúsuhua (pl.) le dan autoridad i'huita"
TERM-000231,autorizar,autorizar,vt,risensia 'ya,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,autorizar ví risensia 'ya
TERM-000232,avanzar,avanzar,vi,bachá simí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,avanzar vi bachá simí
TERM-000233,avergonzar,avergonzar,vt,rihuérata,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,avergonzar vt rihuérata
TERM-000234,avisar,avisar,vt,"ru, nahuesa, ruyé avisado nahuésarami avisándole ruhuigá fue avisado anérati",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"avisar vt ru, nahuesa, ruyé avisado nahuésarami avisándole ruhuigá fue avisado anérati"
TERM-000235,avispa,avispa,f,napari (amarilla),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,avispa f napari (amarilla)
TERM-000236,ay,ay,interj,¡arirí!,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,ay interj ¡arirí!
TERM-000237,ayer,ayer,adv,rapaco,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,ayer adv rapaco
TERM-000238,ayudante,ayudante,m,nigúurami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,ayudante m nigúurami
TERM-000239,ayudar,ayudar,vt,"cu'huira, nigúura",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"ayudar ví cu'huira, nigúura"
TERM-000240,azadón,azadon,m,huasarara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,azadón m huasarara
TERM-000241,azotar,azotar,vt,huipisó azotado huipisótami querían azotarle huipisónari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,azotar vt huipisó azotado huipisótami querían azotarle huipisónari
TERM-000242,azul,azul,adj,siyonamí es azul siyona,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,azul adj siyonamí es azul siyona
TERM-000243,azulejo,azulejo,m,"chu'yá (ave, grande y copetuda)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"azulejo m chu'yá (ave, grande y copetuda)"
TERM-000244,azuzar,azuzar,vt,usá (al perro),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,azuzar vt usá (al perro)
TERM-000245,babear,babear,vi,sa'rihué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,babear vi sa'rihué
TERM-000246,bailar,bailar,vi,ahuí (matachines),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,bailar vi ahuí (matachines)
TERM-000247,baile,baile,m,baile indígena tutuburi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,baile m baile indígena tutuburi
TERM-000248,bajar,bajar,vt,"riquina (sing.), tiquina (pl.) 2. vt riquibú (de arriba) 3. vt casuna (del monte) 4. vi casú (del monte, el Sol un poco) S. vi quisú (resbalando de arriba)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,96,86,OCR estructurado,Pendiente de cotejo,"bajar 1. vt riquina (sing.), tiquina (pl.) 2. vt riquibú (de arriba) 3. vt casuna (del monte) 4. vi casú (del monte, el Sol un poco) S. vi quisú (resbalando de arriba)"
TERM-000249,bajo,bajo,adj,comí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bajo adj comí
TERM-000250,banca,banca,f,"cusiberi, cusuberi, juberi poner banca cosibé",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"banca f cusiberi, cusuberi, juberi poner banca cosibé"
TERM-000251,banda,banda,f,"bo'ó (otra banda del arroyo) a la otra banda bo'ona, bo'ora a la otra banda (en un bordo plano) bo'onata",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"banda f bo'ó (otra banda del arroyo) a la otra banda bo'ona, bo'ora a la otra banda (en un bordo plano) bo'onata"
TERM-000252,banquillo,banquillo,m,"cosibera bañar 1. v: ubárari 2. vr uba, huiba",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"banquillo m cosibera bañar 1. v: ubárari 2. vr uba, huiba"
TERM-000253,barato,barato,adj,está barato quetasi 'me natiguí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,barato adj está barato quetasi 'me natiguí
TERM-000254,barba,barba,f,"chabóa, charóarahua",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"barba f chabóa, charóarahua"
TERM-000255,barbacoa,barbacoa,f,sapá mijírami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,barbacoa f sapá mijírami
TERM-000256,barbechar,barbechar,vt,huasará,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,barbechar v£ huasará
TERM-000257,barranca,barranca,f,urí en la barranca urichi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,barranca f urí en la barranca urichi
TERM-000258,barrer,barrer,vt,pichí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,barrer vt pichí
TERM-000259,barro,barro,m,"huichorí, hui'yé, ochorí",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"barro m huichorí, hui'yé, ochorí"
TERM-000260,barroso,barroso,adj,huichorítami estar barroso huichorita,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,barroso adj huichorítami estar barroso huichorita
TERM-000261,basquear,basquear,vi,"opesi, o'yó",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"basquear vi opesi, o'yó"
TERM-000262,bastante,bastante,adj,sébari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bastante adj sébari
TERM-000263,bastón,baston,m,tisora anda con bastón tisoca iyena usa bastón tisó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bastón m tisora anda con bastón tisoca iyena usa bastón tisó
TERM-000264,basura,basura,f,ripuca en la basura ripúcachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,basura f ripuca en la basura ripúcachi
TERM-000265,batir,batir,vt,1. huisó (lodo) 2. loca (pinole en agua),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,batir vt 1. huisó (lodo) 2. loca (pinole en agua)
TERM-000266,bautizar,bautizar,vt,pagó el que bautiza pagóami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bautizar vt pagó el que bautiza pagóami
TERM-000267,bazo,bazo,m,imasehua enfermo del bazo imaséhuami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bazo m imasehua enfermo del bazo imaséhuami
TERM-000268,beber,beber,vt,"bají hacerle beber, le da a beber bajira",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"beber vt bají hacerle beber, le da a beber bajira"
TERM-000269,bello,bello,adj,ba'yóami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bello adj ba'yóami
TERM-000270,bellota,bellota,f,rojuí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bellota f rojuí
TERM-000271,besar,besar,vt,uchú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,besar vt uchú
TERM-000272,bestia,bestia,f,bestia ajena si'nú bucura,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bestia f bestia ajena si'nú bucura
TERM-000273,bien,bien,adv,gará muy bien garabé bramar no lo hace bien chubuérahua nota bien gará nehuará,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bien adv gará muy bien garabé bramar no lo hace bien chubuérahua nota bien gará nehuará
TERM-000274,bigote,bigote,m,chabóa,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bigote m chabóa
TERM-000275,bilis,bilis,f,agásane,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bilis f agásane
TERM-000276,bisabuelo,bisabuelo,m,umuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bisabuelo m umuri
TERM-000277,bisnieto,bisnieto,m,umuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bisnieto mm umuri
TERM-000278,blanco,blanco,adj,"rosácami (sing.), tosácami (pl.) medio blanco rosábachami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"blanco adj rosácami (sing.), tosácami (pl.) medio blanco rosábachami"
TERM-000279,blando,blando,adj,rasáami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,blando adj rasáami
TERM-000280,blanquear,blanquear,vt,"£ rosánta, rosánahua, rosácami osé 2. vi rosana",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"blanquear 1. ví£ rosánta, rosánahua, rosácami osé 2. vi rosana"
TERM-000281,blanquillo,blanquillo,m,torí cahuara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,blanquillo m torí cahuara
TERM-000282,boca,boca,f,riní boca abajo acaná boca arriba ri'ná en la boca rinichí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,boca f riní boca abajo acaná boca arriba ri'ná en la boca rinichí
TERM-000283,bola,bola,f,comácari (hecha de madera con que corren en las carreras) hacer bola cabó se hace una bola capórana,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bola f comácari (hecha de madera con que corren en las carreras) hacer bola cabó se hace una bola capórana
TERM-000284,bolita,bolita,f,garábusi (que se forma en el encino en el mes de mayo),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bolita f garábusi (que se forma en el encino en el mes de mayo)
TERM-000285,bolsa,bolsa,f,chihuáhuara (de cuero) bolsita de gusanos del madroño i'huiri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bolsa f chihuáhuara (de cuero) bolsita de gusanos del madroño i'huiri
TERM-000286,bonito,bonito,adj,"ba'yóami, simati, su'hué, su'huétari está bonito ba'yó, su'hueta lo hace bonito ba'yora que huele bonito su'hueti júcami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"bonito adj ba'yóami, simati, su'hué, su'huétari está bonito ba'yó, su'hueta lo hace bonito ba'yora que huele bonito su'hueti júcami"
TERM-000287,borde,borde,m,suhué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,borde m suhué
TERM-000288,bordón,bordon,m,tisora,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bordón m tisora
TERM-000289,borla,borla,f,nacara (de cobija),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,borla f nacara (de cobija)
TERM-000290,borracho,borracho,m,"ricurí (sing.), técuri (pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"borracho m ricurí (sing.), técuri (pl.)"
TERM-000291,borrar,borrar,vt,"1. nacuba, na'oma 2. nacú (la huella)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"borrar ví 1. nacuba, na'oma 2. nacú (la huella)"
TERM-000292,borrego,borrego,m,1. bo'huá 2. chiyó (que tiene cuatro cuernos),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,borrego m 1. bo'huá 2. chiyó (que tiene cuatro cuernos)
TERM-000293,borreguito,borreguito,m,'méchuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,borreguito m 'méchuri
TERM-000294,bostezar,bostezar,vi,ritena,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bostezar vi ritena
TERM-000295,botella,botella,f,limeta,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,botella f limeta
TERM-000296,bracear,bracear,vi,sicahué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,bracear vi sicahué
TERM-000297,bramar,bramar,vi,"1. cusú, roró brasa DICCIONARIO TARAHUMARA 2. roróchané (toro)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,97,87,OCR estructurado,Pendiente de cotejo,"bramar vi 1. cusú, roró brasa DICCIONARIO TARAHUMARA 2. roróchané (toro)"
TERM-000298,brasa,brasa,f,sahuiri se hacen brasas sahuí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,brasa f sahuiri se hacen brasas sahuí
TERM-000299,bravo,bravo,adj,"aparúami (sg), jobátami (pl.) está bravo aparú",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"bravo adj aparúami (sg), jobátami (pl.) está bravo aparú"
TERM-000300,brazo,brazo,m,sicá (incluyendo la mano) tiene brazo siqué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,brazo m sicá (incluyendo la mano) tiene brazo siqué
TERM-000301,brillante,brillante,adj,ratábami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,brillante adj ratábami
TERM-000302,brillar,brillar,vi,1. rataba (mucho) 2. rayena (el sol),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,brillar vi 1. rataba (mucho) 2. rayena (el sol)
TERM-000303,brincar,brincar,vi,"chi'ró, chipó, pochí",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"brincar vi chi'ró, chipó, pochí"
TERM-000304,broma,broma,f,hace bromas con las cuñadas ramujera,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,broma f hace bromas con las cuñadas ramujera
TERM-000305,brotar,brotar,vi,"1, a'huí 2. machina ba'huí (agua) 3. sahuarasa (hojas nuevas)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"brotar vi 1, a'huí 2. machina ba'huí (agua) 3. sahuarasa (hojas nuevas)"
TERM-000306,brujo,brujo,m,sucurúami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,brujo m sucurúami
TERM-000307,buche,buche,m,ruyari en el buche rahuichí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,buche m ruyari en el buche rahuichí
TERM-000308,bueno,bueno,adj,gará bueno para tomar bajíhuami está bueno iré lo hace muy bueno garabérata muy bueno garabé sería bueno cameri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,bueno adj gará bueno para tomar bajíhuami está bueno iré lo hace muy bueno garabérata muy bueno garabé sería bueno cameri
TERM-000309,buey,buey,m,"bóisi (sing.), ibóisi (pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"buey mm bóisi (sing.), ibóisi (pl.)"
TERM-000310,búho,buho,m,cabósari (chico),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,búho m cabósari (chico)
TERM-000311,burlar,burlar,vt,tinicha,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,burlar vt tinicha
TERM-000312,burro,burro,m,burito,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,burro m burito
TERM-000313,buscar,buscar,vt,"1. a, amí 2. jiyé (las huellas) fue a buscarlo ámia simiri",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"buscar vt 1. a, amí 2. jiyé (las huellas) fue a buscarlo ámia simiri"
TERM-000314,caballo,caballo,m,"cahué, cao, jabu",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"caballo m cahué, cao, jabu"
TERM-000315,cabecilla,cabecilla,f,choquirá hacer cabecillas (organizar carreras) choquirá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cabecilla f choquirá hacer cabecillas (organizar carreras) choquirá
TERM-000316,cabello,cabello,m,cupá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cabello m cupá
TERM-000317,cabelludo,cabelludo,adj,hue cupéami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cabelludo adj hue cupéami
TERM-000318,caber,caber,vi,que no cabe cha'í,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,caber vi que no cabe cha'í
TERM-000319,cabeza,cabeza,f,mo'ó cabeza de vaca háasi mo'ora en la cabeza mo'ochí poner la cabeza mo'huera,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cabeza f mo'ó cabeza de vaca háasi mo'ora en la cabeza mo'ochí poner la cabeza mo'huera
TERM-000320,cabrito,cabrito,m,muruchi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cabrito m muruchi
TERM-000321,cacarear,cacarear,vi,toreta,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cacarear vi toreta
TERM-000322,cacto,cacto,m,huichurí (redondo),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,cacto m huichurí (redondo)
TERM-000323,cada,cada,adj,"cada uno ibiri, ibíripi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"cada adj cada uno ibiri, ibíripi"
TERM-000324,cadáver,cadaver,m,"chu'huí (sing.), suhuíami (pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"cadáver m chu'huí (sing.), suhuíami (pl.)"
TERM-000325,cadera,cadera,f,"cachagá, cachígachi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"cadera f cachagá, cachígachi"
