headword_raw	headword_normalized	count
Romosa	romosa	1
Ronena	ronena	1
Ronera	ronera	1
Ronobaca	ronobaca	1
Ronobácata	ronobacata	1
Ronojípana	ronojipana	1
Ropá	ropa	1
Ropajipa	ropajipa	1
Ropajípara	ropajipara	1
Ropé	rope	1
Ropéami	ropeami	1
Ropóchami	ropochami	1
Ropochí	ropochi	1
Rorí	rori	1
Roró	roro	1
Rorobá	roroba	1
Roroca, rorógara	roroca, rorogara	1
Roróchané	rorochane	1
Rosábachami	rosabachami	1
Rosácami	rosacami	1
Rosana	rosana	1
Rosánahua	rosanahua	1
Rosánari	rosanari	1
Rosánata	rosanata	1
Rosó	roso	1
Rosobáchami	rosobachami	1
Rosobocha	rosobocha	1
Rosohua	rosohua	1
Rosoná	rosona	1
Rosorá	rosora	1
Rosorí	rosori	1
Rotebi	rotebi	1
Rotosí	rotosi	1
Ru’ná	ru'na	1
Ru’náami	ru'naami	1
Ruchí	ruchi	1
Rucuáhua	rucuahua	1
Rucuchuri	rucuchuri	1
Rucué	rucue	1
Ruhué	ruhue	1
Rujuí	rujui	1
Rumuca asisa	rumuca asisa	1
Ruráami	ruraami	1
Rurahuá	rurahua	1
Rurú	ruru	1
Rurusí	rurusi	1
Rúsiami	rusiami	1
Rusú	rusu	1
Ruyari	ruyari	1
Ruyé	ruye	1
Sa’huá	sa'hua	1
Sa’huí	sa'hui	1
Sa’í	sa'i	1
Sa’mecha	sa'mecha	1
Sa’mí	sa'mi	1
Sa’mina	sa'mina	1
Sa’narí	sa'nari	1
Sa’rihuá	sa'rihua	1
Sa’rihué	sa'rihue	1
Sáa, sái	saa, sai	1
Sabitótami	sabitotami	1
Saca	saca	1
Sacará	sacara	1
Sacuá	sacua	1
Sagú	sagu	1
Sahua	sahua	1
Sahuá	sahua	1
Sáhuara	sahuara	1
Sahuarasa	sahuarasa	1
Sahuarásimí	sahuarasimi	1
Sahuarusa	sahuarusa	1
Sahuí	sahui	1
Sahuiri	sahuiri	1
Sahuiruma	sahuiruma	1
Sái	sai	1
Samichí	samichi	1
Sampá	sampa	1
Sampacha	sampacha	1
Sapá	sapa	1
Sapará	sapara	1
Saparábana	saparabana	1
Saparusa	saparusa	1
Sapé	sape	1
Sapepa: machí sapepa	sapepa: machi sapepa	1
Sapota	sapota	1
Sapú	sapu	1
Saquí	saqui	1
Saquiri	saquiri	1
Saróami	saroami	1
Sasira	sasira	1
Saté	sate	1
Satérama	saterama	1
Satibó	satibo	1
Satibú	satibu	1
Sayahui	sayahui	1
Sayé	saye	1
Sayécari	sayecari	1
Sayiná, que sayiná	sayina, que sayina	1
Sayiruma	sayiruma	1
Seba	seba	1
Sebara	sebara	1
Sebárachi	sebarachi	1
Sébari	sebari	1
Sehuá	sehua	1
Si’á	si'a	1
Si’huérahua	si'huerahua	1
Si’huina	si'huina	1
Si’luna	si'luna	1
Si’néami	si'neami	1
Si’nú	si'nu	1
Si’núrigá	si'nuriga	1
Si’orí	si'ori	1
Si’rí	si'ri	1
Si’richá	si'richa	1
Si’rú	si'ru	1
Si’runá	si'runa	1
Si´yá	si´ya	1
Síbari	sibari	1
Sibori	sibori	1
Sicá jiti	sica jiti	1
Sicachó	sicacho	1
Sicahué	sicahue	1
Sicamochi	sicamochi	1
Sicara	sicara	1
Sicobachi	sicobachi	1
Sicochi	sicochi	1
Sicohua, sicóori	sicohua, sicoori	1
Sicorí	sicori	1
Sicpoona	sicpoona	1
Sicuí	sicui	1
Sihuáchari	sihuachari	1
Sihué	sihue	1
Sijabó	sijabo	1
Sijarí	sijari	1
Simá	sima	1
Simara	simara	1
Simati	simati	1
Simé	sime	1
Simera	simera	1
Simigá	simiga	1
Simináari	siminaari	1
Simira	simira	1
Simíriami	simiriami	1
Simuchí	simuchi	1
Siná	sina	1
Siné	sine	1
Sinibí	sinibi	1
Sinohui	sinohui	1
Sinomí	sinomi	1
Sipá	sipa	1
Sipáami	sipaami	1
Sipabú	sipabu	1
Siparí	sipari	1
Sipé	sipe	1
Sipée	sipee	1
Sipí	sipi	1
Sipichá	sipicha	1
Sipirú	sipiru	1
Sipiyoni	sipiyoni	1
Sipucha	sipucha	1
Sipura	sipura	1
Sipúrahua	sipurahua	1
Sipurí, sipúruhui	sipuri, sipuruhui	1
Siqué	sique	1
Siquimea	siquimea	1
Siquiré	siquire	1
Siquiríchi	siquirichi	1
Sira	sira	1
Sirá	sira	1
Siré	sire	1
Siríami	siriami	1
Sirú	siru	1
Sirúami	siruami	1
Sisa	sisa	1
Sísari	sisari	1
Sisí	sisi	1
Sitágapa	sitagapa	1
Sitana	sitana	1
Sitánahua	sitanahua	1
Sití	siti	1
Sitó	sito	1
Sitochi	sitochi	1
Sitúra	situra	1
Sitúrami	siturami	1
Sitúrohua	siturohua	1
Siyete	siyete	1
Siyona	siyona	1
Siyónahua	siyonahua	1
Siyónami	siyonami	1
So	so	1
So’huá	so'hua	1
So’hué	so'hue	1
So’huí, so’uhuí	so'hui, so'uhui	1
So’huira	so'huira	1
So’uhuá	so'uhua	1
Sobá	soba	1
Socaní	socani	1
Socorá	socora	1
Socorachi	socorachi	1
Socuara	socuara	1
Soguí	sogui	1
Sohuaca	sohuaca	1
Sojobari	sojobari	1
Sojuí	sojui	1
Soma	soma	1
Sonó	sono	1
Sonorá	sonora	1
Sontarsi	sontarsi	1
Sopana	sopana	1
Sopétami	sopetami	1
Sopichí, supuchí	sopichi, supuchi	1
Soporí	sopori	1
Sopota	sopota	1
Sorá	sora	1
Soró	soro	1
Sota	sota	1
Su	su	1
Su’hué	su'hue	1
Su’rá	su'ra	1
Su’rina	su'rina	1
Sucú	sucu	1
Sucuchí	sucuchi	1
Sucuchú	sucuchu	1
Sucuhua	sucuhua	1
Sucuí	sucui	1
Sucurú	sucuru	1
Sucurúami	sucuruami	1
Suguí	sugui	1
Sugura	sugura	1
Suhuá	suhua	1
Suhuí	suhui	1
Suhuíami	suhuiami	1
Suhuirá	suhuira	1
Sumá	suma	1
Sumuchí	sumuchi	1
Suní	suni	1
Suníami	suniami	1
Sunú	sunu	1
Supuchí	supuchi	1
Suquí	suqui	1
Suquícari	suquicari	1
Surá	sura	1
Suré	sure	1
Surí	suri	1
Sutú	sutu	1
Sutubí	sutubi	1
Sutubípa	sutubipa	1
Táa	taa	1
Táami	taami	1
Taba	taba	1
Tabá	taba	1
Tábara	tabara	1
Tabé	tabe	1
Tabéara	tabeara	1
Taca	taca	1
Tamí	tami	1
Tamujé	tamuje	1
Tamujé níhuara	tamuje nihuara	1
Tamuro	tamuro	1
Tana	tana	1
Tanehua	tanehua	1
Tanehui	tanehui	1
Tani	tani	1
Tapa	tapa	1
Tará	tara	1
Tarapé	tarape	1
Tarari	tarari	1
Tasi	tasi	1
Tasina	tasina	1
Tásirapé	tasirape	1
Tata	tata	1
Te	te	1
Teca	teca	1
Técara	tecara	1
Técuri	tecuri	1
Téeribi	teeribi	1
Témari	temari	1
Tera	tera	1
Teri	teri	1
Térico	terico	1
Teta	teta	1
Tétari	tetari	1
Tibá	tiba	1
Tibí	tibi	1
Tibú	tibu	1
Tibuta	tibuta	1
Tibútana	tibutana	1
Tichí	tichi	1
Tigó, ticó	tigo, tico	1
Tiguina	tiguina	1
Tihué	tihue	1
Tinicha	tinicha	1
Tiquina	tiquina	1
Tisó	tiso	1
Tisora	tisora	1
Tisóta	tisota	1
Tisúhuati	tisuhuati	1
Tobá	toba	1
Tochapi	tochapi	1
Tócuhui	tocuhui	1
Tohuí	tohui	1
Toná	tona	1
Tónari	tonari	1
Toni	toni	1
Toreta	toreta	1
Torí	tori	1
Tosácami	tosacami	1
Tubútari	tubutari	1
Tuca	tuca	1
Túcami	tucami	1
Tucua	tucua	1
Tumujé	tumuje	1
Turio	turio	1
Turupa	turupa	1
Túrusi, tútusi	turusi, tutusi	1
Tutuburi	tutuburi	1
U’lú	u'lu	1
Uba, huiba	uba, huiba	1
Úca, úcari	uca, ucari	1
Uchá	ucha	1
Uchaba	uchaba	1
Uché	uche	1
Uchíi	uchii	1
Uchupa	uchupa	1
Uchurí	uchuri	1
Uchurisa	uchurisa	1
Uchuta	uchuta	1
Ucú	ucu	1
Ucuá	ucua	1
Ucuí	ucui	1
Ucuné	ucune	1
Ujuma	ujuma	1
Umí	umi	1
Umirá	umira	1
Umpá	umpa	1
Umú	umu	1
Umugusa	umugusa	1
Upé	upe	1
Upí	upi	1
Upima	upima	1
Upímami	upimami	1
Upuyari	upuyari	1
Uré	ure	1
Urí	uri	1
Urúbasi	urubasi	1
Usani	usani	1
Usansa	usansa	1
Usansa macoy	usansa macoy	1
Usí	usi	1
Usú	usu	1
Usuta	usuta	1
Yáatari	yaatari	1
Yáati	yaati	1
Ye	ye	1
Yéachi	yeachi	1
Yema	yema	1
Yena	yena	1
Yepu	yepu	1
Yera	yera	1
Yeri	yeri	1
Yo	yo	1
Yoca	yoca	1
Yona	yona	1
Yuhua, yuga	yuhua, yuga	1
Yura	yura	1
Yusa	yusa	1
